NAMC_CODE,NAMC_term,NAMC _term_diacritical,Matched_IndexTerm,short_definition,long_definition,TM2 Code,Similarity_Score
ED-3.5,HALIMAKAH (LODHARAH),halīmakaḥ (lōḍharaḥ),(a) halīmaka,halīmaka ,"the disorder is characterized by harivarṇam (śarīrasya) [green dis colouration of the skin], pītavarṇam (śarīrasya) [yellowish discolouration of the skin], nīlavarṇam (śarīrasya) [bluish tinge to skin], śyāvavarṇam (śarīrasya) [blackish dis colouration of the skin], bhramaḥ [giddiness or dizziness], tr̥ṣṇā [thirst], strīṣvaharṣaḥ [not interested in sexual indulgence with women], mr̥dujvaraḥ [mild fever], tandrā [drowsiness/lassitude], balabhraṁśaḥ/balakṣayaḥ [diminution of physical strength], analabhraṁśaḥ/mandāgnitvam [diminution of agni], utsāhakṣayaḥ [loss of vigour], aṅgamardaḥ [generalised bodyache], dāhaḥ [burning sensations], aruciḥ [tastelessness] ",SM41,78.37499999999999
ED-4,KUSHTHAM,kuṣṭham,(a) dhātugatakuṣṭhaḥ (b) Ciraṅkup perunōy (c) Judhām,integumentary disease , ,SN49,77.14285714285715
ED-4.2,MAHAKUSHTHAH,mahākuṣṭhaḥ,"(a) kapālaḥ, (a) aruṇa-kuṣṭhaḥ, (a) vātikakuṣṭhaḥ",major skin diseases ,"the disorder is characterized by tvaksaṅkōcaḥ [contraction of skin], tvagbhēdaḥ [cracking of skin], tvagsvapanam [numbness of skin], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities] ",SN49,75.78947368421052
ED-4.2.1,KAPALAH/ARUNA-KUSHTHAH/VATIKAKUSHTHAH,kapālaḥ/aruṇa-kuṣṭhaḥ/vātikakuṣṭhaḥ,"(a) kapālaḥ, (a) aruṇa-kuṣṭhaḥ, (a) vātikakuṣṭhaḥ",kuṣṭha due to vāta ,"the disorder is characterized by rūkṣa [dry], aruṇaḥ [reddish colour of skin], paruṣaḥ [rough/dry], viṣamavisr̥taḥ [unevenly spread], kharaparyantaḥ [rough margins], tanū [thin], uddhr̥tabahistanu [raised outer margins], suptavatsuptaḥ [loss of touch sensation], hr̥ṣitalōmācitaḥ [covered with raised hairs], nistōdabahulaḥ [excessive pricking pain], alpakaṇḍū [less itching], alpadāhaḥ [less burning sensation], alpapūyaḥ [less pus discharge], alpalasīkā [less watery discharge], āśugatiḥ [rapid spread], āśusamutthānaḥ [rapid onset], āśubhēdi [sudden onset of complications], kr̥ṣṇavarṇa [blackish discoloration], aruṇavarṇaḥ [slightly reddish discoloration], kapālavarṇaḥ/kapālābham [discoloration similar to that of earthen vessels], visarpiṇiḥ/śīghrasarpiḥ [sudden sprading nature] ",SN49,78.57142857142857
ED-4.2.3,UDUMBARA-KUSHTHAH/PAITTIKA-KUSHTHAH,udumbara-kuṣṭhaḥ/paittika-kuṣṭhaḥ,"(a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ",kuṣṭha due to pitta ,"the disorder is characterized by tāmraḥ [coppery coloured], tāmranakhaḥ [copper coloured nails], tāmrarōmarājībhiranavaddhaḥ [covered with copper coloured hairs], bahalāni [copious discharges], bahupūyaḥ [excessive pus discharge], bahuraktaḥ [excessive bloody discharge], bahulasīkā [excessive watery discharge], bahalapūyaḥ [thick pus discharge], bahalaraktaḥ [thick bloody discharge], bahalalasīkā [thick watery discharge], kaṇḍūḥ [itching], klēdaḥ [moistening /soddening], kōthaḥ [wheal like skin eruptions], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], āśugatiḥ [rapid spread], āśusamutthānaḥ [rapid onset], āśubhēdiḥ [sudden onset of complications], sasaṁtāpaḥ [associated with heat], sakr̥miḥ [associated with worms], pakvaudumbaraphalavarṇaḥ/udumbaraphalābhāsam [resembling the ripe fruit of udumbaraḥ], gaurasirācitam [with whitish veins], rujākaram [painful], āśu avadaraṇam [sudden onset of putrefaction], rāgam [redness/congestion], lōmapiñjaram [tawny browninsh coloured hairs] ",SN49,85.33333333333333
ED-4.2.4,MANDALAKUSHTHAH/KAPAJAKUSHTHAH,maṇḍalakuṣṭhaḥ/kaphajakuṣṭhaḥ,"(a) maṇḍalakuṣṭhaḥ, (a) kaphajakuṣṭhaḥ",kuṣṭha due to kapha ,"the disorder is characterized by snigdhaḥ [smooth/unctuous /oily], guru [heaviness], utsēdhaḥ [raised], ślakṣṇaparyantaḥ [glossy margins], sthiraparyantaḥ [hard margins], pītaparyantaḥ [yellowish margins], śuklāvabhāsī [whitish appearance], raktāvabhāsī [reddish appearance], śuklarōmarājīsantataḥ [covered with whitish hairs], bahusrāvaḥ [excessive/copious discharge], bahalasrāvaḥ [profuse discharge], picchilasrāvaḥ [slimy discharge], bahuklēdaḥ [excessive moistness/soddening], bahukaṇḍū [excessive itching], bahukr̥miḥ [excess worms], saktagatiḥ [slow spread], saktasamutthānaḥ [slow onset], saktabhēdī [slow onset of complications] ",SN49,83.5820895522388
ED-4.2.5,RUSHYAJIHVAKAH,r̥ṣyajihvakaḥ,(a) ṛṣyajihvakaḥ,rishyajihva-kuṣṭha ,"the disorder is characterized by r̥ṣyajihvākr̥tīni/r̥ṣyajihvāprakāśaḥ [looks like a tongue of a antelope], paruṣaḥ [rough/dry], aruṇavarṇaḥ [slightly reddish coloured], bahirantaḥśyāvaḥ [blackish inside out], nīlābhāsaḥ [bluish tinge], pītāvabhāsaḥ [yellowish tinge], tāmrāvabhāsaḥ [coppery tinge], āśugatiḥ [rapid spread], āśusamutthānaḥ [rapid onset], alpakaṇḍu [less itching], alpaklēdaḥ [less moisture], alpakr̥mi [less worms], dāhabahulaḥ [excessive burning sensation], bhēdabahulaḥ [severe splitting type of pain], nistōdabahulaḥ [excessive pricking pain], śūkōpahatōpamavēdanā [having pain as if pierced with bristles], utsannamadhyaḥ [raised middle part of lesion], tanuparyantaḥ [thin margins], karkaśapiḍakācitaḥ [covered with rough eruptions], dīrghaparimaṇḍalaḥ [large circular patch], kharaḥ [rough] ",SN49,75.86206896551724
ED-4.2.6,PUNDARIKAH,puṇḍarīkaḥ,(a) puṇḍarīkaḥ,puNDarIka-kuṣṭha ,"the disorder is characterized by puṇḍarīkasaṅkāśaḥ/puṇḍarīkapatraprakāśaḥ [like the petals of a puṇḍarīka (lotus)], palāśasaṅkāśaḥ [resembling palāśa flower], śuklāvabhāsaḥ [whitish appearance], raktāvabhāsaḥ [reddish appearance], raktaparyantaḥ [reddish margins], raktarājīsantataḥ [full of red streaks], raktasirāsantataḥ [associated with reddish veins], utsēdhavanti [raised], bahupūyaḥ [excessive pus discharge], bahuraktaḥ [excess bloody discharge], bahulasīkā [excessive watery discharge], bahalapūyaḥ [thick pus discharge], bahalaraktaḥ [thick bloody discharge], bahalalasīkā [thick watery discharge], kaṇḍūḥ [itching], kr̥miḥ [worms], dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], āśugatiḥ [rapid spread], āśusamutthanaḥ [rapid onset], āśubhēdiḥ [sudden onset of complications] ",SN49,95.0
ED-4.2.7,SIDHMAH,sidhmaḥ,(a) sidhmaḥ (b) Kāḷāñcakappaṭai (c) Taqashshur al-Jild,sidhma-kuṣṭha ,"the disorder is characterized by alābupuṣpasaṅkāśam [resembling flowers of a gourd], paruṣaḥ [rough/dry], aruṇaḥ [reddish in colour], viśīrṇa [broken, shattered], bahistanūni [thin outside], antaḥsnigdhāni [unctuous inside], śuklaraktāvabhāsaḥ [whitish and reddish tinge], bahūni [numerous], alpavēdanā [mild pain], alpakaṇḍū [less itching], alpadāhaḥ [less burning sensation], alpapūyaḥ [less pus discharge], alpalasīkā [less watery discharge], laghusamutthānaḥ [light onset], alpabhēdaḥ [less complications], alpakr̥mi [less worms], ghr̥ṣṭaṁ rajaḥ kirēt [dust on itching], daugdhikapuṣpavat [resembles daugdhika flower], prāyēṇa ūrdhvakāyē syāt [usually affects upper part of the body] ",SN4A,90.0
ED-4.2.8,KAKANAKAH,kākaṇakaḥ,(a) kākaṇakaḥ (b) Karu perunōy,kAkaNaka-kuṣṭha ,"the disorder is characterized by kākaṇāntikāvarṇaḥ/kākaṇāntikāphalasadr̥śaḥ [colour of a kākaṇāntikā], sarvakuṣṭhaliṅgasamanvitaḥ [with symptoms of all the kuṣṭha], atīvaraktaḥ [dark red in colour], atīvakr̥ṣṇaḥ [dark black in colour], tīvradāhaḥ [severe burning sensation], tīvraruk [severe pain] ",SN4J,90.0
ED-4.3.1,EKAKUSHTHAH,ēkakuṣṭhaḥ,"(a) kapālaḥ, (a) aruṇa-kuṣṭhaḥ, (a) vātikakuṣṭhaḥ",eka kuṣṭha ,"the disorder is characterized by asvēdanam [anhidrosis/lack of sweating], mahāvastu/mahāśrayam [broad based], matsyaśakalōpamam [looks like the scales of a fish] ",SN49,85.26315789473685
ED-4.3.2,CARMAKUSHTHAH,carmakuṣṭhaḥ,"(a) udumbara-kuṣṭhaḥ, (a) paittika-kuṣṭhaḥ",carma -kuṣṭha ,"the disorder is characterized by bahalam [large in size], hasticarmavat [resembling the skin of elephant], kharasparśam [rough on touch] ",SN49,75.00000000000001
ED-4.3.3,KITIBAH,kiṭibhaḥ,(a) kiṭibhaḥ,kiTibha-kuṣṭha ,"the disorder is characterized by śyāvaṁ [bluish black colour], kiṇakharasparśam [rough on touch], paruṣam [rough/dry], rūkṣam [dry], kaṇḍūmat [itching sensation], asitam [blackish discoloration] ",SN4A,90.0
ED-4.3.6,DADRU-KUSHTHAH,dadru-kuṣṭhaḥ,(a) dadru-kuṣṭhaḥ (b) Paṭartāmarai (c) Qūbā,dadru-kuṣṭha ,"the disorder is characterized by kaṇḍūḥ [associated with itching sensation], rāgaḥ [reddish nodules], piḍakā [papule/eruptions], udgata maṇḍalam/utsannamaṇḍalā [elevated ring shaped plaque], dīrghapratānāḥ [spreading out], dūrvāvat [resembling dūrvā], atasīkusumacchaviḥ [resembling the flower of atasī], anuṣaṅgiṇī [chronic (associated over a long period)] ",SN4U,90.0
ED-4.3.8,PAMA (KACCU),pāmā (kacchū),(a) pāmā (kacchū) (b) Coṟi ciraṅku (c) Jarab,pAmA-kuṣṭha ,"the disorder is characterized by śvētaḥ [whitish discoloration], aruṇaḥ [reddish discoloration], śyāvaḥ [bluish black colour], kaṇḍūḥ [itching], piḍakā [papule/eruptions], klēdaḥ [moistening /soddening], rujā [pain], sūkṣmaḥ [minute], prāyaḥ sphikpāṇikūrparē [especially in the buttocks, hands and elbow] ",SN46,90.0
ED-4.3.9,SATARU-KUSHTHAH,śatāru-kuṣṭhaḥ,(a) dadru-kuṣṭhaḥ (b) Paṭartāmarai (c) Qūbā,shatAru-kuṣṭha ,"the disorder is characterized by raktam [reddish ulcerative lesion], śyāvam [bluish black colour], dāhaḥ [lesion associated with burning sensation], artiḥ [pain], bahuvraṇaḥ [multiple ulcerative lesion], sthūlamūlam [broad based], klēdāḍhyam [excessively moist/wet/discharge], jantvāḍhyam [full of worms], prāyaśaḥ parvajanma ca [usually appears on joints] ",SN4U,72.34615384615384
ED-4.3.10,VICARCIKA,vicarcikā,(a) vicarcikā (b) Vātak karappāṉ (c) Nār Fārsī,vicarcikA-kuṣṭha /wet Eczema ,"the disorder is characterized by kaṇḍūḥ [itching], piḍakā [papule/eruptions], śyāvā [blackish discoloration], bahusrāvā [excessive/copious discharge], lasīkāḍhyā [excessive watery discharge] ",SN43,90.0
ED-4.4,DHATUGATAKUSHTHAH,dhātugatakuṣṭhaḥ,(a) dhātugatakuṣṭhaḥ (b) Ciraṅkup perunōy (c) Judhām,kuṣṭha afflicting dhātu , ,SN49,90.0
ED-4.4.1,TVAGGATAKUSHTHAH,tvaggatakuṣṭhaḥ,(a) dhātugatakuṣṭhaḥ (b) Ciraṅkup perunōy (c) Judhām,kuṣṭha afflicting tvak ,"the disorder is characterized by sparṣahāniḥ [loss of tactile sensation], svēdanatvam [sweating], īśat kaṇḍū [minimal itching], vaivarṇyam/aṅga-vaivarṇam [discolouration], rūkṣabhāvaḥ/rūkṣatā [dryness], tōdaḥ [pricking pain] ",SN49,72.0
ED-5,SVITRAH,śvitraḥ,(a) śvitraḥ (b) Veṇpuḷḷi (c) Baraṣ,vitiligo/leucoderma ,"the disorder is characterized by aparisrāvī [not having discharge], kēvalatvaggatatvama [affecting only the skin] ",SN4D,90.0
ED-7,RAKTAPITTAM,raktapittam,(a) nāsāgata-raktapittam (c) Ru‘āf,epistaxis/bleeding disorder ,"the disorder is characterized by ūrdhvaṁ pravartatē raktam [bleeding from orifices of body in the upper part viz. mouth, nose, eyes, ears etc..], adhaḥ pravartatē raktam [bleeding from orifices of body in the lower part of body viz. anus, penis, vagina etc..], dvidhā pravartatē raktam [bleeding from both the side of body], rōmakūpaiḥ rakta pravartanam [bleeding through hair follicles] ",SK90,90.0
ED-7.2,URDHVAGA-RAKTAPITTAM,ūrdhvaga-raktapittam,(a) ūrdhvaga-amlapittam,upward-raktapitta ,"the disorder is characterized by karṇāt rakta pracyavanam [bleeding through ear], nāsikāt rakta pracyavanam [bleeding through nose], nētrāt rakta pracyavanam [bleeding through eyes], āsyāt rakta pracyavanam [bleeding through mouth] ",SM39,79.06976744186046
ED-7.3,ADHOGA-RAKTAPITTAM,adhōga-raktapittam,(a) adhōga-amlapittam,downward-raktapitta ,"the disorder is characterized by gudāt raktasrāva [bleeding per rectum], mēḍhrāt raktasrāva [bleeding through penis], yōnitaḥ raktasrāvaḥ [bleeding through vagina] ",SM39,76.92307692307692
ED-7.5,VATAJARAKTAPITTAM,vātajaraktapittam,(a) nāsāgata-raktapittam (c) Ru‘āf,raktapitta due to vāta ,"the disorder is characterized by śyāvaraktapravr̥ttiḥ [blacksh blood discharge], aruṇaraktapravr̥ttiḥ [slightly reddish blood discharge], saphēnaraktapravr̥ttiḥ [frothy blood discharge], tanuraktapravr̥ttiḥ [reduced viscocity of bood discharge], rūkṣaraktapravr̥ttiḥ [reduced unctoousness of bood discharge] ",SK90,74.11764705882352
ED-7.6,PITTAJARAKTAPITTAM,pittajaraktapittam,(a) raktapittam (b) Iratta pittam (c) Qatma,raktapitta due to pitta ,"the disorder is characterized by kaṣāyābha-raktapravr̥ttiḥ [ochre coloured blood discharge], kr̥ṣṇa-raktapravr̥ttiḥ [black coloured blood discharge], gōmūtrasannibha-raktapravr̥ttiḥ [blood discharge resembling colour of cow's urine], mēcakāgāradhūmābha-raktapravr̥ttiḥ [blood like eyes of peacocks tail or else may be like soot or collyrium], añjanābha-raktapravr̥ttiḥ [blood discharge resembling collyrium] ",SL81,76.0
ED-7.9,ASADHYARAKTAPITTAM,asādhyaraktapittam,(a) nāsāgata-raktapittam (c) Ru‘āf,intractable raktapitta , ,SK90,70.00000000000001
ED-8,VATARAKTAM,vātaraktam,(a) vātaraktam,rheumatism due to rakta , ,SP11,95.0
ED-8.2,UTTANA-VATARAKTAM,uttāna-vātaraktam,(a) pittaja-vātaraktam (b) Vātakarṣaṇam (c) Niqris,superficial- vātarakta ,"the disorder is characterized by kaṇḍūḥ [itching], dāhaḥ [burning sensation], ruk [pain], āyāmaḥ [feeling of stretching], tōdaḥ [pricking pain], sphuraṇam [pulsating sensation], kuñcanam [contraction], śyāvaraktā tvak [brownish black discoloration of skin], tvagbāhyē tāmrā [coppery discoloration on exterior of skin], lōhita-tvak [reddish discoloration of skin] ",SP14,74.11764705882352
ED-8.4,UBAYAJAVATARAKTA,ubhayajavātarakta,(a) vātajavātaraktam,binary vātarakta , ,SP11,70.27027027027026
ED-8.5,DOSHAJAVATARAKTAM,dōṣajavātaraktam,(a) pittaja-vātaraktam (b) Vātakarṣaṇam (c) Niqris,vātarakta due to dōṣa , ,SP14,74.1
ED-8.5.1,VATAJAVATARAKTAM,vātajavātaraktam,(a) vātajavātaraktam,vātarakta due to vāta ,"the disorder is characterized by sirāyāmaḥ [dilatation of the veins], śūlam [pain], sphuraṇam [pulsating sensation], tōdaḥ [pricking pain], kr̥ṣṇa-śōthaḥ [black coloured swelling], raukṣya-śōthaḥ [dry swelling], śyāva-śōthaḥ [blackish swelling], śōthasya vr̥ddhi-hānayaḥ [sweeling increases or decreases], dhamanī-saṁkōcaḥ [artery becomes narrow], aṅguli-saṁkōcaḥ [contracture of fingures], sandhīnāṁ saṁkōcaḥ [joints becomes narrow], aṅgagrahaḥ [restricted movement of body parts], atiruk [severe pain], kuñcanam [contractures], stambhanam [rigidity/stiffness], śītapradvēṣaḥ [aversion to cold], vēpathuḥ [shivering/tremors] ",SP11,95.0
ED-8.5.2,PITTAJA-VATARAKTAM,pittaja-vātaraktam,(a) pittaja-vātaraktam (b) Vātakarṣaṇam (c) Niqris,vātarakta due to pitta ,"the disorder is characterized by vidāhaḥ [heart burn], saṁmōhaḥ [unconsciousness/confusion], svēdaḥ [perspiration], mūrcchā [syncope/attacks of swooning], madaḥ [intoxication], satr̥ṭ [thirst], sparśāsahatvam [tenderness/inability to tolerate touch], ruk [pain], rāgaḥ [redness/congestion], śōthaḥ [oedema], pākaḥ [inflammation/suppuration], bhr̥śōṣmatā [excessive warmth] ",SP14,90.0
ED-8.5.3,KAPAJAVATARAKTAM,kaphajavātaraktam,(a) vātajavātaraktam,vātarakta due to kapha ,"the disorder is characterized by staimityam [a sensation of being covered with wet clothes], gurutā [heaviness], suptiḥ [insensitive to touch], snigdhatvam [unctuousness of body], śītatāḥ [coldness], kaṇḍūḥ [itching], mandaruk [mild pain] ",SP11,75.67567567567568
ED-8.5.4,RAKTAJAVATARAKTAM,raktajavātaraktam,(a) vātajavātaraktam,vātarakta due to rakta ,"the disorder is characterized by śōthē atiruk [severe pain in the swelling], śōthē atitōdaḥ [pricking pain in the swelling], tāmraśōthaḥ [coppery coloured swelling], cimicimāyanam [tingling sensation], snigdha-rukṣaiḥ na śamanam (śōphasya) [it subsides neither with fatty nor with dry medicaments], kaṇḍūḥ [itching], klēdasamanvitaḥ(śōphaḥ) [moist discharge/wetness] ",SP11,81.08108108108108
ED-8.5.5,DVIDOSHAJA-VATARAKTAM,dvidōṣaja-vātaraktam,(a) pittaja-vātaraktam (b) Vātakarṣaṇam (c) Niqris,vātarakta due to two dōṣa , ,SP14,70.41176470588235
ED-8.5.6,TRIDOSHAJAVATARAKTAM,tridōṣajavātaraktam,(a) vātajavātaraktam,vātarakta due to three dōṣa , ,SP11,71.7948717948718
ED-8.6,KRUCCRASADHYA-VATARAKTAM,kr̥cchrasādhya-vātaraktam,(a) vātaraktam,difficult to manage vātarakta , ,SP11,76.15384615384616
ED-9,VIDRADHIH,vidradhiḥ,(a) karṇa-vidradhiḥ (b) Curōṇita cevivaḷi (c) Qurūḥ al-Udhun,abscess ,"the disorder is characterized by gambhīrasthaḥ/mahāmūlaḥ sudāruṇaḥ granthiḥ [deep seated fatal swelling], hr̥dyē tīvravēdanā [severe pain in cardiac region], klōmni tīvravēdanā [severe pain in klōma], yakr̥ti tīvravēdanā [severe pain in liver region], plīhni tīvravēdanā [severe pain in splenic region], kukṣau tīvravēdanā [severe pain in flanks], vr̥kkayōḥ tīvravēdanā [severe pain in renal region], nābhyāṁ tīvravēdanā [severe pain in navel region], vaṅkṣaṇē tīvravēdanā [severe pain in groins], bastau tīvravēdanā [severe pain in basti/urinary bladder region], śīghravidāhaḥ [sudden onset of suppuration], śōpham [odema], vr̥ttaśōpham [rounded swelling], āyataśōpham [lengthened swelling] ",SK80,90.0
ED-9.1,VATAJAVIDRADHIH,vātajavidradhiḥ,(a) vr̥kkajavidradhiḥ (b) Mūttiranāḷakkaṭṭi (c) Dubayla al-Kulya,vidradhī due to vāta ,"the disorder is characterized by kr̥ṣṇa-varṇaḥ (śōphaḥ) [black swelling], aruṇa-varṇaśōphaḥ [slightly red coloured swelling], paruṣaśōphaḥ [rough oedema], bhr̥śamatyarthavēdanaḥ [excessively severe pain], citrōtthānaprapākaḥ/cirōtthānapākaḥ [varied types of onset and suppuration], tanusrāvaḥ [thin watery discharge], rūkṣasrāvaḥ [less unctuous discharge], aruṇasrāvaḥ [slightly reddish coloured discharge], śyāvavarṇasrāvaḥ [blackish coloured discharge], phēnilasrāvaḥ [frothy discharge], vyadhaḥ [penetrating type of pain], chēdaḥ [cutting type of pain], bhramaḥ [giddiness or dizziness], ānāhaḥ [barborygmus with distention], śabdaḥ/śabdavān [sound from swelling], sphuraṇam/spandaḥ [pulsating sensation], sarpaṇam [spreading nature of swelling], śyāvavarṇaśōphaḥ [blackish discoloration of swelling], viṣamasaṁsthitiḥ [irregular appearance] ",SM80,76.0
